,percip_mm,humidity,temp,leafwet450_min,leafwet460_min,leafwet_lwscnt,gusts_ms,wind_dir,wind_ms
2013-12-17 04:00:00,0.0,0.709077152113,6.89583341281,5.0,5.0,464.416666667,1.83151720464,140.416666667,1.50041911006
2013-12-17 06:00:00,0.0,0.712837614119,6.85416662693,5.0,5.0,464.458333333,1.97820622226,133.583333333,1.58843252559
2013-12-17 08:00:00,0.0,0.709772653878,7.67500001192,4.75,0.708333333333,455.333333333,1.40821459889,125.458333333,1.08549874524
2013-12-17 10:00:00,0.0,0.653113218645,9.375,0.0,0.0,442.375,1.93210395177,84.6666666667,1.53394803405
2013-12-17 12:00:00,0.0,0.595228242377,10.9999999205,0.0,0.0,441.041666667,1.93629507224,89.125,1.42078793546
2013-12-17 14:00:00,0.0,0.608040827016,11.2500000397,0.0,0.0,442.625,2.0536462913,210.5,1.483654658
2013-12-17 16:00:00,0.0,0.698442784448,9.43749996027,2.875,1.91666666667,455.041666667,2.15423303346,66.125,1.79798827072
2013-12-17 18:00:00,0.0,0.773391596973,8.30833329757,5.0,5.0,467.541666667,2.04526408017,70.4583333333,1.6764459461
2013-12-17 20:00:00,0.0,0.665630211433,8.90833338102,5.0,3.04166666667,461.25,2.20871751507,55.1666666667,1.76445935667
2013-12-17 22:00:00,0.0,0.725266012053,7.67916665475,5.0,5.0,465.0,2.61944677929,49.5,2.225481987
2014-01-03 00:00:00,0.0,0.220365690068,11.8958334128,0.0,0.0,439.0,0.171835710605,18.75,0.092204524825
2014-01-03 02:00:00,0.0,0.196531066361,11.6458332539,0.0,0.0,438.916666667,0.0,0.0,0.0
2014-01-03 04:00:00,0.0,0.0833882944038,13.1208334366,0.0,0.0,438.0,0.238893546164,40.625,0.209555738916
2014-01-03 06:00:00,0.0,0.116282500016,13.504166921,0.0,0.0,437.166666667,0.95976532499,150.666666667,0.863369668523
2014-01-03 08:00:00,0.0,0.26217392087,13.4750000238,0.0,0.0,436.958333333,0.984911985697,165.333333333,0.787929600726
2014-01-03 10:00:00,0.0,0.311032450447,14.6583332618,0.0,0.0,436.791666667,1.04358761013,147.75,0.704107296963
2014-01-03 12:00:00,0.0,0.261265646045,16.1249999205,0.0,0.0,436.708333333,1.49203688403,227.416666667,0.934618617097
2014-01-03 14:00:00,0.0,0.237440094973,16.7166665395,0.0,0.0,437.0,0.913663034638,187.375,0.561609388639
2014-01-03 16:00:00,0.0,0.443684987724,13.4833333492,0.0,0.0,438.666666667,1.00586757002,174.666666667,0.7082984106
2014-01-03 18:00:00,0.0,0.356093395501,11.6000001033,0.0,0.0,439.0,1.19027662277,293.333333333,0.989103103678
2014-01-03 20:00:00,0.0,0.163440294564,11.9791665474,0.0,0.0,438.208333333,1.77284160256,282.958333333,1.54233026008
2014-01-03 22:00:00,0.0,0.144297677403,12.39166677,0.0,0.0,437.416666667,1.92372173568,220.083333333,1.59262364606
2014-01-04 00:00:00,0.0,0.28812696971,11.5750000079,0.0,0.0,438.166666667,2.91282480955,44.0,2.69069573283
2014-01-04 02:00:00,0.0,0.461833171546,10.6749999921,0.0,0.0,439.0,2.7745180428,48.2916666667,2.45599331458
2014-01-04 04:00:00,0.0,0.177959906558,12.8666665554,0.0,0.0,438.291666667,2.44341995319,54.6666666667,2.20033529897
2014-01-04 06:00:00,0.0,0.162877152053,12.9625000159,0.0,0.0,437.5,3.13076278567,57.8333333333,2.79128249486
2014-01-04 08:00:00,0.0,0.23596779909,12.7916667064,0.0,0.0,436.958333333,2.90863368909,59.4166666667,2.50209557513
2014-01-04 10:00:00,0.0,0.469685081393,11.2874999841,0.0,0.0,437.416666667,3.74266555905,39.375,3.20620284975
2014-01-04 12:00:00,0.0,0.443551653996,12.3708333572,0.0,0.0,437.791666667,3.57082982858,46.2916666667,2.98407378793
2014-01-04 14:00:00,0.0,0.824777439237,11.2833333413,0.0,0.0,440.208333333,3.00922046105,98.5,2.4140821596
2014-01-04 16:00:00,0.0,0.935392806927,9.24166667461,2.16666666667,2.08333333333,491.791666667,5.7544006904,36.8333333333,5.21793796619
2014-01-04 18:00:00,0.0,1.0325362136,8.05416685343,5.0,5.0,570.625,4.79044422507,36.0833333333,4.28331935406
2014-01-04 20:00:00,0.0,1.03794082006,8.72083322207,4.125,2.91666666667,477.125,4.48030178746,43.3333333333,3.96479466557
2014-01-04 22:00:00,0.0,0.710553826143,11.5583332777,0.0,0.0,441.666666667,4.30427494645,37.75,3.73009221752
2014-01-05 00:00:00,0.0,0.403313764681,13.8958333731,0.0,0.0,441.0,3.00083822012,41.625,2.71584244569
2014-01-05 02:00:00,0.0,0.354791814461,14.2208333015,0.0,0.0,440.25,2.67812240124,47.5,2.4015087982
2014-01-05 04:00:00,0.0,0.278054264064,14.6333333254,0.0,0.0,439.375,2.36378878852,48.9583333333,1.98658843338
2014-01-05 06:00:00,0.0,0.179938184718,16.2125000954,0.0,0.0,438.875,2.94635373354,64.25,2.57753563921
2014-01-05 08:00:00,0.0,0.199123463904,16.5250000954,0.0,0.0,437.125,2.29253983001,145.208333333,1.97401509682
2014-01-05 10:00:00,0.0,0.228963024293,16.529166619,0.0,0.0,437.0,1.92372173568,155.375,1.5842414101
2014-01-05 12:00:00,0.0,0.23724045977,17.5125002066,0.0,0.0,436.583333333,1.41659681499,118.458333333,1.03101426363
2014-01-05 14:00:00,0.0,0.250644710536,17.1874999205,0.0,0.0,437.0,1.83570830027,109.041666667,1.28248114387
2014-01-05 16:00:00,0.0,0.266363464917,16.3458333413,0.0,0.0,437.833333333,2.35540654262,110.625,1.82313496868
2014-01-05 18:00:00,0.0,0.261775815859,15.2708333333,0.0,0.0,438.0,2.44761106869,102.666666667,1.95725062986
2014-01-05 20:00:00,0.0,0.188251039013,15.716666619,0.0,0.0,437.625,3.32774518927,95.8333333333,2.72422466675
2014-01-05 22:00:00,0.0,0.195130269354,15.4791666667,0.0,0.0,437.083333333,2.6906957527,117.083333333,2.32606875896
2014-01-06 00:00:00,0.0,0.172548898806,15.1375000874,0.0,0.0,437.0,2.61944676439,115.291666667,2.23386422296
2014-01-06 02:00:00,0.0,0.136351173123,14.7791666985,0.0,0.0,437.0,2.65297571321,80.6666666667,2.10813079774
2014-01-06 04:00:00,0.0,0.126537127731,14.4666666587,0.0,0.0,437.0,2.09136631588,65.625,1.58424142003
2014-01-06 06:00:00,0.0,0.128682017637,14.5375000636,0.0,0.0,436.958333333,2.82481140892,75.6666666667,2.24224643409
2014-01-06 08:00:00,0.0,0.141605820507,15.7250000636,0.0,0.0,435.25,1.91953061521,119.25,1.50041911006
2014-01-06 10:00:00,0.0,0.131111918949,17.2583332062,0.0,0.0,435.0,1.40821457654,115.458333333,1.01005869235
2014-01-06 12:00:00,0.0,0.120541523832,18.7416666349,0.0,0.0,435.0,1.11064543823,118.583333333,0.720871751507
2014-01-06 14:00:00,0.0,0.116928921702,19.0499999523,0.0,0.0,435.0,0.959765306364,128.791666667,0.58256496427
2014-01-06 16:00:00,0.0,0.13165295776,17.5125001271,0.0,0.0,435.75,0.553227158884,119.125,0.293378040194
2014-01-06 18:00:00,0.0,0.161366342877,15.9416666825,0.0,0.0,436.291666667,0.188600163907,0.0,0.117351215333
2014-01-06 20:00:00,0.0,0.134058757996,16.3833328883,0.0,0.0,436.0,0.481978205343,0.0,0.373009214178
2014-01-06 22:00:00,0.0,0.132413621371,16.3666663964,0.0,0.0,436.0,0.867560793957,158.833333333,0.71248952734
2014-02-12 00:00:00,0.0,0.313193614284,9.83333333334,0.0,0.0,441.0,4.24559928974,39.1666666667,3.91450121005
2014-02-12 02:00:00,0.0,0.215962957591,10.6583334208,0.0,0.0,440.416666667,4.4635373354,33.7916666667,4.12405699492
2014-02-12 04:00:00,0.0,0.330975993226,11.308333238,0.0,0.0,440.958333333,4.96647103628,25.9583333333,4.53897740444
2014-02-12 06:00:00,0.0,0.449285291135,10.1250000795,0.0,0.0,441.0,3.8055322667,27.2083333333,3.44928751389
2014-02-12 08:00:00,0.0,0.506181980173,10.5041665236,0.0,0.0,440.708333333,3.65465215842,26.5833333333,3.39480300744
2014-02-12 10:00:00,0.0,0.529638091723,10.3708332777,0.0,0.0,440.333333333,3.77619446317,29.4166666667,3.42833196123
2014-02-12 12:00:00,0.0,0.62426827848,10.7625000079,0.0,0.0,441.166666667,3.59597652157,111.083333333,2.97569153706
2014-02-12 14:00:00,0.0,0.738990311821,9.93333335717,0.0,0.0,443.125,4.02347025275,67.375,3.20201174418
2014-02-12 16:00:00,0.0,0.762407225867,8.78333342075,0.0,0.0,444.583333333,3.47862533728,94.5416666667,2.77451803287
2014-02-12 18:00:00,0.0,0.891452337305,7.42499997218,2.875,2.125,458.75,4.75272425016,30.875,4.30008381605
2014-02-12 20:00:00,0.0,0.808498121798,8.37500015895,4.75,0.666666666667,455.583333333,4.22464378675,34.25,3.83906121055
2014-02-12 22:00:00,0.0,0.578979069988,10.2166666587,0.0,0.0,445.5,2.18357085685,49.7083333333,1.96144176523
2014-02-13 00:00:00,0.0,0.365396166841,12.4375,0.0,0.0,443.041666667,1.50461022556,101.666666667,1.25314334035
2014-02-13 02:00:00,0.0,0.319672868898,14.829166611,0.0,0.0,441.958333333,1.73931265374,150.041666667,1.46269910038
2014-02-13 04:00:00,0.0,0.305818277101,14.2000000477,0.0,0.0,441.0,2.27996650338,139.375,1.98658843339
2014-02-13 06:00:00,0.0,0.252000495791,14.2083332936,0.0,0.0,440.833333333,2.51886001229,130.375,2.17937975129
2014-02-13 08:00:00,0.0,0.246917754412,14.8041665951,0.0,0.0,439.083333333,2.66974015037,125.125,2.37636208534
2014-02-13 10:00:00,0.0,0.279936568191,15.5625001192,0.0,0.0,439.0,2.62782900532,127.125,2.30930428704
2014-02-13 12:00:00,0.0,0.280470633258,16.9499998887,0.0,0.0,439.0,2.28415760895,131.833333333,1.8524727722
2014-02-13 14:00:00,0.0,0.244939260185,17.9958333969,0.0,0.0,438.958333333,2.77032693724,105.333333333,2.12070409457
2014-02-13 16:00:00,0.0,0.230784229313,17.4291664759,0.0,0.0,439.0,2.07460184892,96.6666666667,1.44593460858
2014-02-13 18:00:00,0.0,0.232327833151,15.9666667382,0.0,0.0,439.0,2.9715004166,86.8333333333,2.38474435608
2014-02-13 20:00:00,0.0,0.214562919612,15.8416666587,0.0,0.0,439.0,2.9505448242,109.208333333,2.60268232226
2014-02-13 22:00:00,0.0,0.190068983783,15.9291666349,0.0,0.0,439.0,3.13914498687,116.833333333,2.80385584632
2014-02-14 00:00:00,0.0,0.187737921873,15.424999992,0.0,0.0,439.0,2.83738476038,128.166666667,2.54400671522
2014-02-14 02:00:00,0.0,0.193770474444,14.5791666905,0.0,0.0,439.0,2.04945518076,130.875,1.80637050668
2014-02-14 04:00:00,0.0,0.192383150881,14.1749999921,0.0,0.0,439.0,2.9589270552,118.541666667,2.54400672515
2014-02-14 06:00:00,0.0,0.187323490779,14.0833334923,0.0,0.0,438.833333333,5.44006705284,102.333333333,5.01676450173
2014-02-14 08:00:00,0.0,0.184539211914,14.8208332062,0.0,0.0,437.375,5.31852477789,108.625,4.79882648587
2014-02-14 10:00:00,0.0,0.200455355768,15.387500008,0.0,0.0,437.0,4.09052808086,115.166666667,3.52053645253
2014-02-14 12:00:00,0.0,0.212842162078,16.658333381,0.0,0.0,437.0,5.38977366686,99.7083333333,4.55155069629
2014-02-14 14:00:00,0.0,0.204094508663,17.5666668415,0.0,0.0,437.041666667,3.47024308642,89.0416666667,2.68231350183
2014-02-14 16:00:00,0.0,0.232572395354,17.2874999841,0.0,0.0,438.0,2.33025984963,124.791666667,1.81056161721
2014-02-14 18:00:00,0.0,0.258381233861,15.9166666269,0.0,0.0,438.708333333,1.44174351543,214.208333333,1.07292539626
2014-02-14 20:00:00,0.0,0.248344788949,14.8250000477,0.0,0.0,439.0,1.492036889,286.25,1.15674770623
2014-02-14 22:00:00,0.0,0.211781317368,14.6708333095,0.0,0.0,438.958333333,1.76865047713,281.083333333,1.38725901644
2014-02-15 00:00:00,0.0,0.228968980412,13.7625000874,0.0,0.0,438.833333333,0.825649629036,170.0,0.523889350394
2014-02-15 02:00:00,0.0,0.290724534541,12.5166667303,0.0,0.0,439.0,0.603520536175,101.416666667,0.343671413759
2014-02-15 04:00:00,0.0,0.308602740367,11.6166667144,0.0,0.0,439.0,0.616093879565,156.583333333,0.389773678034
2014-02-15 06:00:00,0.0,0.287223747621,11.5499999921,0.0,0.0,439.0,0.645431692402,159.583333333,0.393964796016
2014-02-15 08:00:00,0.0,0.62616077438,9.8708332777,0.0,0.0,441.291666667,2.15842415889,221.791666667,1.68901929073
2014-02-15 10:00:00,0.0,0.565525253614,11.7916666667,0.0,0.0,438.833333333,1.49203689893,239.208333333,1.16093881428
2014-02-15 12:00:00,0.0,0.636863768101,12.2708332936,0.0,0.0,439.25,2.10813077291,121.958333333,1.53813914955
2014-02-15 14:00:00,0.0,0.80244705081,10.6208333969,1.25,0.916666666667,449.208333333,2.88348701596,237.291666667,2.28834871451
2014-02-15 16:00:00,0.0,0.999185351034,8.0333335797,5.0,5.0,548.583333333,4.39647949735,247.083333333,3.53730091453
2014-02-15 18:00:00,0.0250000003725,1.0177663813,7.17916675409,5.0,5.0,621.875,4.93294213216,45.1666666667,4.21626152595
2014-02-15 20:00:00,0.03333333383,1.02694831789,6.31666660309,5.0,5.0,590.416666667,4.83654652039,39.7083333333,4.27912823359
2014-02-15 22:00:00,0.0,1.03179583947,6.40833338102,5.0,5.0,558.208333333,4.75691537062,36.25,4.22883485754
2014-03-04 00:00:00,0.0,0.924070385595,8.9333332777,3.45833333333,1.625,455.333333333,4.6395641168,276.125,3.61693208416
2014-03-04 02:00:00,0.0,0.730615667999,11.262500008,0.0,0.0,446.791666667,4.00670579076,91.2916666667,3.46605199575
2014-03-04 04:00:00,0.0,0.703973740339,11.6083332698,0.0,0.0,446.291666667,4.80301763614,40.0,4.2665549318
2014-03-04 06:00:00,0.0,0.753592421611,11.4416666826,0.0,0.0,446.458333333,4.68985748291,58.5833333333,4.24559929967
2014-03-04 08:00:00,0.0,0.662290529658,13.8583333492,0.0,0.0,444.041666667,4.12405695518,64.6666666667,3.74685665965
2014-03-04 10:00:00,0.0,0.42056184262,17.5499999523,0.0,0.0,441.666666667,2.82062024871,76.0416666667,2.43084662159
2014-03-04 12:00:00,0.0,0.455621572832,19.2625001272,0.0,0.0,442.166666667,1.94048616787,98.9583333333,1.45012571911
2014-03-04 14:00:00,0.0,0.658203559617,17.6083333492,0.0,0.0,442.958333333,1.50041912993,85.125,1.1190276593
2014-03-04 16:00:00,0.0,0.471503028025,16.504166762,0.0,0.0,442.833333333,1.26990778247,232.291666667,1.01005869607
2014-03-04 18:00:00,0.0,0.328059799969,16.0749999285,0.0,0.0,442.0,1.22799665232,266.916666667,1.05196982746
2014-03-04 20:00:00,0.0,0.362394438436,16.183333238,0.0,0.0,442.0,0.134115672981,169.375,0.0544844940305
2014-03-04 22:00:00,0.0,0.362988906602,16.2333334287,0.0,0.0,441.833333333,1.47527243694,75.8333333333,1.05616094669
2014-03-05 00:00:00,0.0,0.26279173543,17.1666669051,0.0,0.0,441.0,1.97401508192,90.0,1.43336127202
2014-03-05 02:00:00,0.0,0.236522336801,17.7249999841,0.0,0.0,440.916666667,2.09555741648,91.375,1.60938810309
2014-03-05 04:00:00,0.0,0.266203183681,18.2333332698,0.0,0.0,441.0,0.0670578361799,22.25,0.0335289184004
2014-03-05 06:00:00,0.0,0.269017575929,18.8249998887,0.0,0.0,440.333333333,0.0670578368008,40.7916666667,0.025146689266
2014-03-05 08:00:00,0.0,0.262714047606,21.6166667938,0.0,0.0,438.208333333,1.55071249604,79.6666666667,1.16093881428
2014-03-05 10:00:00,0.0,0.228639134516,23.0166668097,0.0,0.0,437.875,2.02849959334,93.8333333333,1.39145014187
2014-03-05 12:00:00,0.0,0.302149820452,23.1916666826,0.0,0.0,438.833333333,1.41240571688,62.0,1.01424980412
2014-03-05 14:00:00,0.0,0.385454104592,22.5166664124,0.0,0.0,439.0,1.26990779241,239.166666667,0.87175189207
2014-03-05 16:00:00,0.0,0.440159822504,20.2375002702,0.0,0.0,440.416666667,1.65549036364,316.666666667,1.37468566497
2014-03-05 18:00:00,0.0,0.295457338293,18.8375001749,0.0,0.0,439.916666667,1.88600167632,329.291666667,1.56328583757
2014-03-05 20:00:00,0.0,0.208986188596,19.066666762,0.0,0.0,439.0,2.36797988911,53.625,2.08717518051
2014-03-05 22:00:00,0.0,0.232401051869,18.7666667303,0.0,0.0,439.0,2.73679798841,42.625,2.34702432156
2014-03-06 00:00:00,0.0,0.256285869206,18.7500000795,0.0,0.0,439.0,2.45180218418,53.0416666667,2.21709974607
2014-03-06 02:00:00,0.0,0.234682985271,18.8499997457,0.0,0.0,439.0,1.99077957372,55.4583333333,1.69321040313
2014-03-06 04:00:00,0.0,0.22482241566,18.5333334605,0.0,0.0,439.0,1.55071249108,71.8333333333,1.26152556141
2014-03-06 06:00:00,0.0,0.239226417616,18.6791665554,0.0,0.0,438.791666667,0.783738486469,121.5,0.68734284987
2014-03-06 08:00:00,0.0,0.237227177247,21.6666667461,0.0,0.0,437.125,1.34115675589,118.25,1.14417435229
2014-03-06 10:00:00,0.0,0.212909542645,23.5791667302,0.0,0.0,437.583333333,1.95725062489,103.0,1.40402347843
2014-03-06 12:00:00,0.0,0.200569881747,24.1208334764,0.0,0.0,437.541666667,2.24643754462,97.6666666667,1.63034366568
2014-03-06 14:00:00,0.0,0.207715757812,24.225000143,0.0,0.0,437.0,2.24643757939,132.625,1.41659683486
2014-03-06 16:00:00,0.0,0.226195999111,22.7500001589,0.0,0.0,437.833333333,1.65968147914,160.666666667,1.11064545065
2014-03-06 18:00:00,0.0,0.34989657936,19.5458332698,0.0,0.0,438.875,1.51718358323,95.0416666667,1.19446773517
2014-03-06 20:00:00,0.0,0.339894530674,19.0583335559,0.0,0.0,439.0,3.20620286465,83.6666666667,2.7829002738
2014-03-06 22:00:00,0.0,0.216388223693,19.8750000795,0.0,0.0,439.0,3.45347859959,101.416666667,2.61106454829
2014-03-07 00:00:00,0.0,0.217330909024,19.3083333174,0.0,0.0,438.916666667,3.4157585899,109.208333333,2.80804693699
2014-03-07 02:00:00,0.0,0.226318020374,18.4208331903,0.0,0.0,439.0,2.99664711952,115.708333333,2.42246440053
2014-03-07 04:00:00,0.0,0.233827846746,17.5208332539,0.0,0.0,438.75,3.64207881689,116.666666667,3.01341156165
2014-03-07 06:00:00,0.0,0.232847571373,17.0291664601,0.0,0.0,438.416666667,3.41994971037,121.458333333,2.97988264759
2014-03-07 08:00:00,0.0,0.22264873671,18.3583332698,0.0,0.0,437.125,3.88097234567,124.583333333,3.46605198582
2014-03-07 10:00:00,0.0,0.198960674306,20.8458333016,0.0,0.0,437.291666667,3.66722547015,122.833333333,3.07208716869
2014-03-07 12:00:00,0.0,0.171893103048,22.8958333333,0.0,0.0,437.0,3.50377200047,121.083333333,2.74937132001
2014-03-07 14:00:00,0.0,0.154935023437,23.2999999523,0.0,0.0,437.0,4.48868397872,95.2083333333,3.53730090459
2014-03-07 16:00:00,0.0,0.160302714755,22.2041666508,0.0,0.0,437.0,2.84995808204,122.25,2.25481978556
2014-03-07 18:00:00,0.0,0.174852821976,20.6416665713,0.0,0.0,437.0,2.15842414896,123.708333333,1.64710815251
2014-03-07 20:00:00,0.0,0.181347298125,20.0041666031,0.0,0.0,437.0,3.13076279561,116.041666667,2.69907795389
2014-03-07 22:00:00,0.0,0.190778985619,19.4208331903,0.0,0.0,437.041666667,3.28164291382,122.5,2.86672255397
2014-04-13 00:00:00,0.0,0.215918327371,19.8208333651,0.0,0.0,437.0,3.09304276109,81.5416666667,2.4853311032
2014-04-13 02:00:00,0.0,0.171268953631,20.816666762,0.0,0.0,437.0,2.67812240124,91.6666666667,2.37217101951
2014-04-13 04:00:00,0.0,0.194754704833,20.5708332856,0.0,0.0,437.0,1.26990780234,98.4166666667,0.951383076608
2014-04-13 06:00:00,0.0,0.163999607166,21.8916666508,0.0,0.0,436.666666667,1.09388098618,108.916666667,0.997485357027
2014-04-13 08:00:00,0.0,0.206595739971,22.625,0.0,0.0,435.416666667,1.70997485518,110.625,1.42497904599
2014-04-13 10:00:00,0.0,0.328985212992,20.7041666508,0.0,0.0,436.166666667,2.31349540254,108.0,2.00335292021
2014-04-13 12:00:00,0.0,0.258288508902,23.0333334605,0.0,0.0,435.958333333,2.74518022935,107.0,2.26739314695
2014-04-13 14:00:00,0.0,0.1871664611,24.7375000318,0.0,0.0,435.166666667,2.25062865019,179.333333333,1.79798828562
2014-04-13 16:00:00,0.0,0.216162422051,23.5458331108,0.0,0.0,435.833333333,2.16261525949,296.625,1.65549037854
2014-04-13 18:00:00,0.0,0.258689586694,22.0166666508,0.0,0.0,436.916666667,2.10813078284,223.125,1.44174351543
2014-04-13 20:00:00,0.0,0.320132973293,19.3166665236,0.0,0.0,437.125,5.36462696393,282.083333333,4.59765302142
2014-04-13 22:00:00,0.0,0.360056128353,17.3333335717,0.0,0.0,438.0,5.94300079346,291.583333333,5.38558258613
2014-04-14 00:00:00,0.0,0.374520726502,16.46666646,0.0,0.0,438.041666667,4.42581725121,298.791666667,3.97317686677
2014-04-14 02:00:00,0.0,0.399023075899,15.9291667143,0.0,0.0,438.916666667,2.53562447429,324.625,2.07879296442
2014-04-14 04:00:00,0.0,0.393391971787,16.0708332459,0.0,0.0,439.0,2.40150881807,120.375,1.91533950965
2014-04-14 06:00:00,0.0,0.379404711227,16.2166666985,0.0,0.0,438.75,1.89438390732,44.7916666667,1.57166808347
2014-04-14 08:00:00,0.0,0.359880720576,17.4708333015,0.0,0.0,436.458333333,1.99916179478,290.5,1.584241425
2014-04-14 10:00:00,0.0,0.366663066049,18.566666762,0.0,0.0,436.083333333,1.91533946743,215.583333333,1.44174350053
2014-04-14 12:00:00,0.0,0.480038012067,19.5500000318,0.0,0.0,437.458333333,1.83570832014,184.5,1.34115676085
2014-04-14 14:00:00,0.0,0.505113974214,19.6208334764,0.0,0.0,439.0,2.82062029839,309.875,2.24224643906
2014-04-14 16:00:00,0.0,0.433831516653,19.6958333651,0.0,0.0,438.041666667,2.47694887221,287.166666667,1.79379714529
2014-04-14 18:00:00,0.0,0.561068748434,15.9875000318,0.0,0.0,438.083333333,2.51047776639,318.25,2.00335289041
2014-04-14 20:00:00,0.0,0.49260898307,13.6583333015,0.0,0.0,439.583333333,2.20452641944,303.916666667,1.91114835938
2014-04-14 22:00:00,0.0,0.483177490532,13.1125001907,0.0,0.0,440.0,2.09136632581,320.75,1.74350377917
2014-04-15 00:00:00,0.0,0.44910868754,13.3125000795,0.0,0.0,440.0,1.72254820168,221.041666667,1.34534785648
