"PassengerId","Survived","Pclass","Name","Sex","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Title","FamilySize","Surname","FamilyID","Age"
907,NA,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)","female",1,0,"SC/PARIS 2167",27.7208,"","C","Mrs",2,"del Carlo","Small",24
908,NA,2,"Keane, Mr. Daniel","male",0,0,"233734",12.35,"","Q","Mr",1,"Keane","Small",35
909,NA,3,"Assaf, Mr. Gerios","male",0,0,"2692",7.225,"","C","Mr",1,"Assaf","Small",21
910,NA,3,"Ilmakangas, Miss. Ida Livija","female",1,0,"STON/O2. 3101270",7.925,"","S","Miss",2,"Ilmakangas","Small",27
911,NA,3,"Assaf Khalil, Mrs. Mariana (Miriam"")""","female",0,0,"2696",7.225,"","C","Mrs",1,"Assaf Khalil","Small",45
912,NA,1,"Rothschild, Mr. Martin","male",1,0,"PC 17603",59.4,"","C","Mr",2,"Rothschild","Small",55
913,NA,3,"Olsen, Master. Artur Karl","male",0,1,"C 17368",3.1708,"","S","Master",2,"Olsen","Small",9
915,NA,1,"Williams, Mr. Richard Norris II","male",0,1,"PC 17597",61.3792,"","C","Mr",2,"Williams","Small",21
916,NA,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)","female",1,3,"PC 17608",262.375,"B57 B59 B63 B66","C","Mrs",5,"Ryerson","5Ryerson",48
917,NA,3,"Robins, Mr. Alexander A","male",1,0,"A/5. 3337",14.5,"","S","Mr",2,"Robins","Small",50
918,NA,1,"Ostby, Miss. Helene Ragnhild","female",0,1,"113509",61.9792,"B36","C","Miss",2,"Ostby","Small",22
919,NA,3,"Daher, Mr. Shedid","male",0,0,"2698",7.225,"","C","Mr",1,"Daher","Small",22.5
920,NA,1,"Brady, Mr. John Bertram","male",0,0,"113054",30.5,"A21","S","Mr",1,"Brady","Small",41
922,NA,2,"Louch, Mr. Charles Alexander","male",1,0,"SC/AH 3085",26,"","S","Mr",2,"Louch","Small",50
923,NA,2,"Jefferys, Mr. Clifford Thomas","male",2,0,"C.A. 31029",31.5,"","S","Mr",3,"Jefferys","Small",24
924,NA,3,"Dean, Mrs. Bertram (Eva Georgetta Light)","female",1,2,"C.A. 2315",20.575,"","S","Mrs",4,"Dean","4Dean",33
926,NA,1,"Mock, Mr. Philipp Edmund","male",1,0,"13236",57.75,"C78","C","Mr",2,"Mock","Small",30
927,NA,3,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""","male",0,0,"2682",7.2292,"","C","Mr",1,"Katavelas","Small",18.5
929,NA,3,"Cacic, Miss. Manda","female",0,0,"315087",8.6625,"","S","Miss",1,"Cacic","Small",21
930,NA,3,"Sap, Mr. Julius","male",0,0,"345768",9.5,"","S","Mr",1,"Sap","Small",25
932,NA,3,"Karun, Mr. Franz","male",0,1,"349256",13.4167,"","C","Mr",2,"Karun","Small",39
934,NA,3,"Goldsmith, Mr. Nathan","male",0,0,"SOTON/O.Q. 3101263",7.85,"","S","Mr",1,"Goldsmith","Small",41
935,NA,2,"Corbett, Mrs. Walter H (Irene Colvin)","female",0,0,"237249",13,"","S","Mrs",1,"Corbett","Small",30
936,NA,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)","female",1,0,"11753",52.5542,"D19","S","Mrs",2,"Kimball","Small",45
937,NA,3,"Peltomaki, Mr. Nikolai Johannes","male",0,0,"STON/O 2. 3101291",7.925,"","S","Mr",1,"Peltomaki","Small",25
938,NA,1,"Chevre, Mr. Paul Romaine","male",0,0,"PC 17594",29.7,"A9","C","Mr",1,"Chevre","Small",45
940,NA,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)","female",0,0,"11813",76.2917,"D15","C","Mrs",1,"Bucknell","Small",60
941,NA,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""","female",0,2,"C.A. 37671",15.9,"","S","Mrs",3,"Coutts","3Coutts",36
942,NA,1,"Smith, Mr. Lucien Philip","male",1,0,"13695",60,"C31","S","Mr",2,"Smith","Small",24
943,NA,2,"Pulbaum, Mr. Franz","male",0,0,"SC/PARIS 2168",15.0333,"","C","Mr",1,"Pulbaum","Small",27
944,NA,2,"Hocking, Miss. Ellen Nellie""""","female",2,1,"29105",23,"","S","Miss",4,"Hocking","Small",20
945,NA,1,"Fortune, Miss. Ethel Flora","female",3,2,"19950",263,"C23 C25 C27","S","Miss",6,"Fortune","6Fortune",28
947,NA,3,"Rice, Master. Albert","male",4,1,"382652",29.125,"","Q","Master",6,"Rice","6Rice",10
948,NA,3,"Cor, Mr. Bartol","male",0,0,"349230",7.8958,"","S","Mr",1,"Cor","Small",35
949,NA,3,"Abelseth, Mr. Olaus Jorgensen","male",0,0,"348122",7.65,"F G63","S","Mr",1,"Abelseth","Small",25
951,NA,1,"Chaudanson, Miss. Victorine","female",0,0,"PC 17608",262.375,"B61","C","Miss",1,"Chaudanson","Small",36
952,NA,3,"Dika, Mr. Mirko","male",0,0,"349232",7.8958,"","S","Mr",1,"Dika","Small",17
953,NA,2,"McCrae, Mr. Arthur Gordon","male",0,0,"237216",13.5,"","S","Mr",1,"McCrae","Small",32
954,NA,3,"Bjorklund, Mr. Ernst Herbert","male",0,0,"347090",7.75,"","S","Mr",1,"Bjorklund","Small",18
955,NA,3,"Bradley, Miss. Bridget Delia","female",0,0,"334914",7.725,"","Q","Miss",1,"Bradley","Small",22
956,NA,1,"Ryerson, Master. John Borie","male",2,2,"PC 17608",262.375,"B57 B59 B63 B66","C","Master",5,"Ryerson","5Ryerson",13
958,NA,3,"Burns, Miss. Mary Delia","female",0,0,"330963",7.8792,"","Q","Miss",1,"Burns","Small",18
959,NA,1,"Moore, Mr. Clarence Bloomfield","male",0,0,"113796",42.4,"","S","Mr",1,"Moore","Small",47
960,NA,1,"Tucker, Mr. Gilbert Milligan Jr","male",0,0,"2543",28.5375,"C53","C","Mr",1,"Tucker","Small",31
961,NA,1,"Fortune, Mrs. Mark (Mary McDougald)","female",1,4,"19950",263,"C23 C25 C27","S","Mrs",6,"Fortune","6Fortune",60
962,NA,3,"Mulvihill, Miss. Bertha E","female",0,0,"382653",7.75,"","Q","Miss",1,"Mulvihill","Small",24
963,NA,3,"Minkoff, Mr. Lazar","male",0,0,"349211",7.8958,"","S","Mr",1,"Minkoff","Small",21
964,NA,3,"Nieminen, Miss. Manta Josefina","female",0,0,"3101297",7.925,"","S","Miss",1,"Nieminen","Small",29
965,NA,1,"Ovies y Rodriguez, Mr. Servando","male",0,0,"PC 17562",27.7208,"D43","C","Mr",1,"Ovies y Rodriguez","Small",28.5
966,NA,1,"Geiger, Miss. Amalie","female",0,0,"113503",211.5,"C130","C","Miss",1,"Geiger","Small",35
967,NA,1,"Keeping, Mr. Edwin","male",0,0,"113503",211.5,"C132","C","Mr",1,"Keeping","Small",32.5
969,NA,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)","female",2,0,"11770",25.7,"C101","S","Mrs",3,"Cornell","Small",55
970,NA,2,"Aldworth, Mr. Charles Augustus","male",0,0,"248744",13,"","S","Mr",1,"Aldworth","Small",30
971,NA,3,"Doyle, Miss. Elizabeth","female",0,0,"368702",7.75,"","Q","Miss",1,"Doyle","Small",24
972,NA,3,"Boulos, Master. Akar","male",1,1,"2678",15.2458,"","C","Master",3,"Boulos","3Boulos",6
973,NA,1,"Straus, Mr. Isidor","male",1,0,"PC 17483",221.7792,"C55 C57","S","Mr",2,"Straus","Small",67
974,NA,1,"Case, Mr. Howard Brown","male",0,0,"19924",26,"","S","Mr",1,"Case","Small",49
978,NA,3,"Barry, Miss. Julia","female",0,0,"330844",7.8792,"","Q","Miss",1,"Barry","Small",27
979,NA,3,"Badman, Miss. Emily Louisa","female",0,0,"A/4 31416",8.05,"","S","Miss",1,"Badman","Small",18
981,NA,2,"Wells, Master. Ralph Lester","male",1,1,"29103",23,"","S","Master",3,"Wells","3Wells",2
982,NA,3,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)","female",1,0,"347072",13.9,"","S","Mrs",2,"Dyker","Small",22
984,NA,1,"Davidson, Mrs. Thornton (Orian Hays)","female",1,2,"F.C. 12750",52,"B71","S","Mrs",4,"Davidson","Small",27
986,NA,1,"Birnbaum, Mr. Jakob","male",0,0,"13905",26,"","C","Mr",1,"Birnbaum","Small",25
987,NA,3,"Tenglin, Mr. Gunnar Isidor","male",0,0,"350033",7.7958,"","S","Mr",1,"Tenglin","Small",25
988,NA,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)","female",1,0,"19877",78.85,"C46","S","Mrs",2,"Cavendish","Small",76
989,NA,3,"Makinen, Mr. Kalle Edvard","male",0,0,"STON/O 2. 3101268",7.925,"","S","Mr",1,"Makinen","Small",29
990,NA,3,"Braf, Miss. Elin Ester Maria","female",0,0,"347471",7.8542,"","S","Miss",1,"Braf","Small",20
991,NA,3,"Nancarrow, Mr. William Henry","male",0,0,"A./5. 3338",8.05,"","S","Mr",1,"Nancarrow","Small",33
992,NA,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)","female",1,0,"11778",55.4417,"C116","C","Mrs",2,"Stengel","Small",43
993,NA,2,"Weisz, Mr. Leopold","male",1,0,"228414",26,"","S","Mr",2,"Weisz","Small",27
995,NA,3,"Johansson Palmquist, Mr. Oskar Leander","male",0,0,"347070",7.775,"","S","Mr",1,"Johansson Palmquist","Small",26
996,NA,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""","female",1,1,"2625",8.5167,"","C","Mrs",3,"Thomas","Small",16
997,NA,3,"Holthen, Mr. Johan Martin","male",0,0,"C 4001",22.525,"","S","Mr",1,"Holthen","Small",28
998,NA,3,"Buckley, Mr. Daniel","male",0,0,"330920",7.8208,"","Q","Mr",1,"Buckley","Small",21
1001,NA,2,"Swane, Mr. George","male",0,0,"248734",13,"F","S","Mr",1,"Swane","Small",18.5
1002,NA,2,"Stanton, Mr. Samuel Ward","male",0,0,"237734",15.0458,"","C","Mr",1,"Stanton","Small",41
1004,NA,1,"Evans, Miss. Edith Corse","female",0,0,"PC 17531",31.6792,"A29","C","Miss",1,"Evans","Small",36
1005,NA,3,"Buckley, Miss. Katherine","female",0,0,"329944",7.2833,"","Q","Miss",1,"Buckley","Small",18.5
1006,NA,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)","female",1,0,"PC 17483",221.7792,"C55 C57","S","Mrs",2,"Straus","Small",63
1007,NA,3,"Chronopoulos, Mr. Demetrios","male",1,0,"2680",14.4542,"","C","Mr",2,"Chronopoulos","Small",18
1009,NA,3,"Sandstrom, Miss. Beatrice Irene","female",1,1,"PP 9549",16.7,"G6","S","Miss",3,"Sandstrom","3Sandstrom",1
1010,NA,1,"Beattie, Mr. Thomson","male",0,0,"13050",75.2417,"C6","C","Mr",1,"Beattie","Small",36
1011,NA,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)","female",1,0,"SC/AH 29037",26,"","S","Mrs",2,"Chapman","Small",29
1012,NA,2,"Watt, Miss. Bertha J","female",0,0,"C.A. 33595",15.75,"","S","Miss",1,"Watt","Small",12
1014,NA,1,"Schabert, Mrs. Paul (Emma Mock)","female",1,0,"13236",57.75,"C28","C","Mrs",2,"Schabert","Small",35
1015,NA,3,"Carver, Mr. Alfred John","male",0,0,"392095",7.25,"","S","Mr",1,"Carver","Small",28
1017,NA,3,"Cribb, Miss. Laura Alice","female",0,1,"371362",16.1,"","S","Miss",2,"Cribb","Small",17
1018,NA,3,"Brobeck, Mr. Karl Rudolf","male",0,0,"350045",7.7958,"","S","Mr",1,"Brobeck","Small",22
1020,NA,2,"Bowenur, Mr. Solomon","male",0,0,"211535",13,"","S","Mr",1,"Bowenur","Small",42
1021,NA,3,"Petersen, Mr. Marius","male",0,0,"342441",8.05,"","S","Mr",1,"Petersen","Small",24
1022,NA,3,"Spinner, Mr. Henry John","male",0,0,"STON/OQ. 369943",8.05,"","S","Mr",1,"Spinner","Small",32
1023,NA,1,"Gracie, Col. Archibald IV","male",0,0,"113780",28.5,"C51","C","Col",1,"Gracie","Small",53
1026,NA,3,"Dintcheff, Mr. Valtcho","male",0,0,"349226",7.8958,"","S","Mr",1,"Dintcheff","Small",43
1027,NA,3,"Carlsson, Mr. Carl Robert","male",0,0,"350409",7.8542,"","S","Mr",1,"Carlsson","Small",24
1028,NA,3,"Zakarian, Mr. Mapriededer","male",0,0,"2656",7.225,"","C","Mr",1,"Zakarian","Small",26.5
1029,NA,2,"Schmidt, Mr. August","male",0,0,"248659",13,"","S","Mr",1,"Schmidt","Small",26
1030,NA,3,"Drapkin, Miss. Jennie","female",0,0,"SOTON/OQ 392083",8.05,"","S","Miss",1,"Drapkin","Small",23
1031,NA,3,"Goodwin, Mr. Charles Frederick","male",1,6,"CA 2144",46.9,"","S","Mr",8,"Goodwin","8Goodwin",40
1032,NA,3,"Goodwin, Miss. Jessie Allis","female",5,2,"CA 2144",46.9,"","S","Miss",8,"Goodwin","8Goodwin",10
1033,NA,1,"Daniels, Miss. Sarah","female",0,0,"113781",151.55,"","S","Miss",1,"Daniels","Small",33
1034,NA,1,"Ryerson, Mr. Arthur Larned","male",1,3,"PC 17608",262.375,"B57 B59 B63 B66","C","Mr",5,"Ryerson","5Ryerson",61
1035,NA,2,"Beauchamp, Mr. Henry James","male",0,0,"244358",26,"","S","Mr",1,"Beauchamp","Small",28
1036,NA,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""","male",0,0,"17475",26.55,"","S","Mr",1,"Lindeberg-Lind","Small",42
1037,NA,3,"Vander Planke, Mr. Julius","male",3,0,"345763",18,"","S","Mr",4,"Vander Planke","Small",31
1039,NA,3,"Davies, Mr. Evan","male",0,0,"SC/A4 23568",8.05,"","S","Mr",1,"Davies","Small",22
1041,NA,2,"Lahtinen, Rev. William","male",1,1,"250651",26,"","S","Rev",3,"Lahtinen","Small",30
1042,NA,1,"Earnshaw, Mrs. Boulton (Olive Potter)","female",0,1,"11767",83.1583,"C54","C","Mrs",2,"Earnshaw","Small",23
